,flowS1-curr,prcpS1-1day,prcpS2-1day,prcpS3-1day,flowS1-1day,flowS2-1day,prcpS1-2day,prcpS2-2day,prcpS3-2day,flowS1-2day,flowS2-2day,prcpS1-3day,prcpS2-3day,prcpS3-3day,flowS1-3day,flowS2-3day
7863,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7864,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7865,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7866,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
7867,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
7868,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
7869,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7870,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7871,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7872,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7873,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7874,small,medium,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
7875,small,small,small,medium,small,small,medium,small,small,small,small,medium,small,medium,small,small
7876,small,small,small,small,small,small,small,small,medium,small,small,medium,small,small,small,small
7877,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small
7878,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7879,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7880,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7881,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7882,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7883,small,medium,large,medium,small,small,small,small,small,small,small,small,small,small,small,small
7884,small,medium,medium,large,small,small,medium,large,medium,small,small,small,small,small,small,small
7885,small,medium,small,small,small,small,medium,medium,large,small,small,medium,large,medium,small,small
7886,small,small,small,small,small,small,medium,small,small,small,small,medium,medium,large,small,small
7887,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
7888,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7889,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7890,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7891,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7892,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7893,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7894,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7895,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7896,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7897,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7898,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7899,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7900,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7901,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7902,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
7903,small,large,large,large,small,small,medium,medium,medium,small,small,small,small,small,small,small
7904,small,medium,medium,small,small,small,large,large,large,small,small,medium,medium,medium,small,small
7905,small,small,small,small,small,small,medium,medium,small,small,small,large,large,large,small,small
7906,small,small,small,small,small,small,small,small,small,small,small,medium,medium,small,small,small
7907,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7908,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7909,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7910,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7911,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7912,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7913,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7914,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7915,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7916,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7917,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7918,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7919,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7920,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7921,small,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7922,small,medium,medium,medium,small,small,small,small,medium,small,small,small,small,small,small,small
7923,small,large,large,large,small,small,medium,medium,medium,small,small,small,small,medium,small,small
7924,small,large,large,large,small,medium,large,large,large,small,small,medium,medium,medium,small,small
7925,small,small,small,small,small,small,large,large,large,small,medium,large,large,large,small,small
7926,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,medium
7927,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7928,small,medium,small,large,small,small,small,small,small,small,small,small,small,small,small,small
7929,small,small,small,small,small,small,medium,small,large,small,small,small,small,small,small,small
7930,small,small,small,small,small,small,small,small,small,small,small,medium,small,large,small,small
7931,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7932,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7933,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
7934,small,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
7935,small,small,small,large,small,small,small,small,medium,small,small,small,small,small,small,small
